Solubility(%),Yield(uM),Yield(ug/ml),Calculated MW(kDa),Calculated pI,Sequence length,Sequence mass,Type of gene product numeric,Cell location numeric,Steric parameter,Polarizability,Volume,Hydrophobicity,Helix probability,Sheet probability
114.0,2.9,22.0,7.7,9.1,71,7717,20,0,2.133661971830985,0.1429577464788732,3.177464788732393,0.3750704225352113,0.2742253521126762,0.3008450704225352
21.0,3.5,26.0,7.558,10.34,70,7563,20,0,2.1174285714285714,0.1407142857142858,3.147999999999999,0.3195714285714284,0.2792857142857143,0.2941428571428571
94.0,1.9,18.0,9.1,6.4,79,9071,20,0,2.211772151898734,0.1545569620253165,3.5473417721518983,0.292405063291139,0.3177215189873419,0.291012658227848
93.0,1.4,17.0,12.2,6.7,110,12208,20,0,2.129818181818181,0.1439090909090909,3.2562727272727248,0.1633636363636363,0.3033636363636366,0.292181818181818
86.0,3.1,34.0,11.0,9.2,96,10976,20,0,2.2705208333333324,0.1576041666666666,3.528541666666665,0.3240624999999998,0.3117708333333335,0.2998958333333332
75.0,3.0,26.0,8.6,10.2,76,8578,20,0,1.94921052631579,0.1535526315789474,3.420657894736842,0.203157894736842,0.3027631578947369,0.276578947368421
58.0,0.7,11.0,15.6,10.4,135,15656,20,0,2.163703703703702,0.1586666666666666,3.631111111111109,0.2296296296296295,0.306740740740741,0.2906666666666667
52.0,1.3,11.0,8.3,7.4,72,8350,20,0,2.166527777777778,0.1586111111111111,3.575416666666666,0.2505555555555556,0.3281944444444446,0.2875000000000001
49.0,1.3,16.0,12.9,9.7,113,12909,1,1,2.1504424778761053,0.1561061946902655,3.473539823008848,0.210442477876106,0.3050442477876109,0.2899115044247787
79.0,1.8,19.0,10.5,6.5,101,10477,1,1,2.082475247524752,0.1186138613861386,2.824653465346534,0.3717821782178218,0.2768316831683168,0.299108910891089
37.0,0.5,6.0,13.1,9.9,121,13115,12,2,2.317272727272728,0.1531404958677685,3.307438016528925,0.7320661157024796,0.2999173553719012,0.3162809917355371
24.0,0.9,12.0,12.3,10.1,111,12323,11,2,2.4912612612612604,0.161891891891892,3.5073873873873875,0.8996396396396398,0.2994594594594597,0.3352252252252253
53.0,0.9,12.0,12.6,8.7,109,12568,18,6,2.24394495412844,0.1598165137614679,3.572201834862384,0.4006422018348622,0.2920183486238533,0.3060550458715595
90.0,1.0,16.0,16.3,8.0,144,16353,5,0,2.2766666666666646,0.1554166666666666,3.5035416666666643,0.3729166666666667,0.3170833333333336,0.2956944444444445
100.0,2.8,42.0,14.9,6.1,135,14920,0,0,2.098518518518517,0.1456296296296297,3.2761481481481463,0.3145925925925923,0.2897777777777781,0.2917037037037037
91.0,2.4,30.0,12.9,6.1,115,12879,14,0,2.141217391304347,0.1460869565217391,3.3713913043478234,0.4083478260869563,0.3012173913043481,0.2982608695652173
112.0,4.7,37.0,7.9,10.1,69,7907,1,0,2.227536231884058,0.1607246376811595,3.542463768115941,0.2505797101449276,0.3172463768115944,0.2985507246376811
58.0,2.7,23.0,8.3,10.1,78,8323,18,6,1.9860256410256407,0.1376923076923076,3.017820512820512,0.1930769230769229,0.303846153846154,0.283076923076923
104.0,0.3,4.0,15.8,7.8,138,15800,7,0,2.21101449275362,0.1582608695652174,3.5400724637681145,0.4256521739130434,0.3106521739130438,0.298550724637681
86.0,1.4,19.0,13.3,6.1,122,13300,3,0,2.0752459016393434,0.1402459016393441,3.184262295081965,0.4280327868852456,0.2818852459016396,0.2940983606557374
78.0,0.4,7.0,14.9,7.9,136,14945,1,0,2.1371323529411748,0.1477941176470588,3.2580147058823523,0.3971323529411765,0.2913970588235295,0.2969117647058824
43.0,1.3,18.0,13.9,7.7,118,13929,1,0,2.255762711864405,0.1695762711864407,3.713813559322033,0.3947457627118643,0.3083050847457629,0.3001694915254235
84.0,1.7,18.0,10.7,6.5,97,10724,9,0,2.1236082474226805,0.145360824742268,3.243814432989691,0.4212371134020617,0.2761855670103095,0.2971134020618555
130.0,2.8,20.0,7.1,10.5,63,7117,1,0,2.1785714285714284,0.1488888888888889,3.438888888888888,0.2187301587301587,0.2882539682539684,0.2877777777777776
34.0,0.8,15.0,17.3,9.9,154,17283,18,6,2.1765584415584405,0.1524675324675323,3.39051948051948,0.4059740259740257,0.2790259740259742,0.2998051948051947
100.0,2.4,33.0,13.5,12.0,118,13497,6,0,2.1773728813559314,0.1692372881355932,3.6227118644067766,0.2262711864406779,0.322033898305085,0.296779661016949
122.0,2.4,17.0,7.3,12.3,65,7289,6,0,2.161076923076924,0.1601538461538462,3.532769230769231,0.1901538461538461,0.2947692307692309,0.293076923076923
114.0,1.2,24.0,20.5,10.2,180,20564,3,0,2.125388888888887,0.1564444444444444,3.532944444444442,0.1911666666666666,0.3079444444444448,0.290666666666667
108.0,0.6,6.0,10.2,10.8,80,9377,13,0,2.257,0.159875,3.695249999999998,0.3356249999999998,0.3017500000000001,0.304
112.0,0.7,9.0,12.7,5.9,116,12748,12,0,2.070862068965517,0.1466379310344827,3.2281034482758626,0.3368965517241379,0.3273275862068966,0.2830172413793103
98.0,0.4,4.0,11.4,9.0,106,11427,12,1,2.169339622641508,0.1401886792452831,3.1998113207547147,0.451509433962264,0.3067924528301888,0.302264150943396
99.0,1.5,18.0,12.0,8.4,112,12021,5,6,2.072589285714286,0.1372321428571428,3.0603571428571423,0.2964285714285714,0.2892857142857144,0.2967857142857141
90.0,1.0,15.0,15.0,6.0,135,15046,0,0,2.1498518518518512,0.1471111111111112,3.344888888888889,0.3954074074074075,0.3184444444444448,0.2914074074074075
27.0,2.4,24.0,9.9,7.9,90,9947,1,1,2.212666666666666,0.1406666666666665,3.2864444444444434,0.4488888888888887,0.2841111111111111,0.3114444444444443
97.0,1.5,23.0,15.4,6.4,137,15451,0,0,2.071824817518248,0.1454014598540145,3.346788321167882,0.3065693430656934,0.2719708029197082,0.2922627737226277
42.0,2.5,14.0,5.6,8.8,49,5626,3,3,2.4800000000000004,0.1659183673469387,3.6134693877551016,0.6412244897959183,0.3036734693877551,0.3234693877551021
136.0,2.2,29.0,13.4,7.9,115,13386,1,0,2.196086956521739,0.162608695652174,3.636521739130434,0.2940869565217391,0.3107826086956525,0.2931304347826086
91.0,2.6,23.0,8.9,8.2,84,8942,11,6,2.101904761904762,0.1266666666666666,3.0559523809523808,0.4645238095238094,0.2725000000000002,0.302142857142857
97.0,3.2,43.0,13.6,7.0,119,13611,1,0,2.272605042016806,0.1535294117647059,3.520084033613444,0.4003361344537812,0.289495798319328,0.3039495798319327
77.0,2.6,33.0,12.5,6.5,114,12493,14,0,2.252192982456138,0.1456140350877194,3.229999999999999,0.3952631578947367,0.30140350877193,0.306140350877193
106.0,1.0,14.0,13.2,7.4,99,10835,1,0,2.094949494949494,0.1396969696969698,3.219090909090909,0.3361616161616161,0.2960606060606062,0.2949494949494948
94.0,3.7,27.0,7.4,9.1,69,7402,3,0,2.0359420289855072,0.1394202898550725,3.0991304347826074,0.3352173913043478,0.2824637681159421,0.2930434782608696
46.0,1.5,17.0,10.8,6.7,95,10792,1,3,2.254526315789473,0.1570526315789474,3.4750526315789454,0.354105263157895,0.3173684210526318,0.3024210526315789
70.0,0.7,18.0,25.9,10.3,232,25893,10,0,2.072112068965515,0.1456034482758618,3.3505172413793085,0.1538793103448274,0.3081896551724141,0.2857758620689657
93.0,2.1,19.0,8.7,5.9,78,8753,1,0,2.1301282051282056,0.1455128205128205,3.3185897435897425,0.3546153846153845,0.2902564102564103,0.2911538461538461
75.0,2.8,20.0,7.3,5.2,63,7315,1,0,2.1788888888888884,0.1607936507936507,3.552222222222221,0.5573015873015873,0.2806349206349207,0.31
36.0,0.8,9.0,12.4,8.6,113,12378,1,1,2.2087610619469014,0.1410619469026549,3.2599999999999985,0.4260176991150439,0.2974336283185843,0.3040707964601769
96.0,3.5,31.0,8.8,10.1,76,8846,0,0,2.2102631578947367,0.1622368421052631,3.6644736842105248,0.2914473684210525,0.3232894736842106,0.2935526315789474
108.0,0.8,10.0,13.5,9.1,118,12962,1,1,2.0627966101694906,0.1459322033898305,3.232796610169491,0.2760169491525424,0.2966949152542373,0.296101694915254
108.0,0.5,5.0,10.7,4.9,96,10717,13,0,2.0985416666666663,0.1445833333333334,3.2966666666666664,0.2522916666666666,0.3137500000000002,0.2908333333333333
53.0,2.3,39.0,17.3,6.9,150,17306,0,0,2.324733333333331,0.1601333333333333,3.583,0.3838,0.308666666666667,0.3103333333333333
50.0,1.6,25.0,15.2,10.0,131,15226,11,2,2.32442748091603,0.1741984732824427,3.721603053435115,0.7257251908396946,0.3095419847328247,0.3155725190839695
108.0,1.8,39.0,21.2,6.0,188,21205,8,0,2.214999999999998,0.1479787234042552,3.4190425531914896,0.4126595744680851,0.2940957446808517,0.2965957446808513
68.0,0.8,12.0,14.0,11.1,130,14059,6,1,2.151,0.1398461538461538,3.2009999999999987,0.5167692307692309,0.2895384615384617,0.3020000000000001
95.0,1.5,21.0,14.1,6.4,129,14097,5,0,2.0835658914728667,0.1455813953488372,3.234418604651162,0.363643410852713,0.3090697674418609,0.2889147286821706
88.0,2.5,34.0,13.6,8.0,119,13618,5,0,2.2824369747899147,0.1601680672268906,3.5219327731092425,0.4184873949579831,0.3120168067226893,0.29890756302521
84.0,0.7,11.0,15.6,6.3,142,15633,3,0,2.2616197183098583,0.1447887323943661,3.266830985915493,0.4667605633802818,0.2947887323943667,0.3088028169014085
106.0,1.0,10.0,9.1,6.5,83,9123,1,0,2.307469879518072,0.1416867469879518,3.257951807228915,0.4227710843373493,0.3055421686746989,0.3093975903614457
15.0,2.4,28.0,11.7,7.6,107,11741,1,6,2.240841121495327,0.1475700934579439,3.2458878504672897,0.5457943925233645,0.2889719626168225,0.3107476635514019
76.0,3.4,29.0,8.6,7.4,79,8629,1,0,2.017848101265823,0.1444303797468354,3.164050632911392,0.3208860759493672,0.3000000000000001,0.2862025316455696
105.0,6.5,54.0,8.2,7.9,74,8239,1,0,2.051216216216216,0.1491891891891892,3.2936486486486483,0.3085135135135136,0.323783783783784,0.2883783783783784
69.0,1.4,22.0,14.9,6.1,136,14950,3,0,2.1,0.1458823529411764,3.236176470588234,0.3810294117647059,0.3107352941176475,0.2943382352941177
93.0,3.1,42.0,13.8,5.8,121,13829,2,0,2.164214876033057,0.1561157024793388,3.4930578512396675,0.4139669421487603,0.3172727272727275,0.2954545454545454
131.0,1.5,23.0,15.0,6.4,137,14983,1,6,2.1734306569343045,0.1388321167883211,3.227518248175182,0.3805839416058392,0.2948905109489055,0.2986861313868612
91.0,6.1,53.0,8.6,6.8,77,8639,14,0,2.3068831168831165,0.1419480519480519,3.3801298701298683,0.4232467532467531,0.2811688311688312,0.3098701298701297
18.0,1.4,25.0,17.878,7.33,159,17891,8,0,2.1810062893081748,0.1516352201257861,3.411886792452832,0.4337735849056608,0.2959748427672959,0.2963522012578615
17.0,1.8,24.0,13.377,5.98,116,13396,1,0,2.283362068965517,0.1597413793103448,3.583879310344826,0.4793965517241377,0.2862931034482761,0.3074137931034483
62.0,2.7,30.0,11.1,7.4,104,11127,6,0,2.078461538461537,0.1358653846153847,3.040480769230768,0.3643269230769231,0.3095192307692309,0.2940384615384613
90.0,0.6,10.0,17.3,9.0,147,17307,6,0,2.0378231292517,0.1670068027210883,3.653061224489792,0.1819047619047619,0.3288435374149662,0.2774149659863946
35.0,2.1,36.0,17.2,9.7,154,17221,6,6,2.295714285714283,0.1524675324675324,3.4227922077922077,0.4363636363636364,0.3005844155844159,0.3089610389610391
108.0,1.8,27.0,14.8,5.3,137,14855,13,0,2.137591240875911,0.1391970802919707,3.141459854014598,0.3466423357664232,0.2918978102189783,0.2933576642335765
15.0,2.2,28.0,12.7,11.4,121,12670,6,3,2.172066115702478,0.1319834710743801,3.0179338842975207,0.4413223140495868,0.2985950413223143,0.3010743801652892
31.0,0.5,5.0,9.6,8.2,89,9632,6,2,2.501011235955056,0.1474157303370786,3.3015730337078657,0.8444943820224717,0.3086516853932586,0.3261797752808986
78.0,1.5,23.0,15.4,9.8,137,15460,14,1,2.243941605839415,0.1532846715328467,3.4535036496350378,0.3791970802919708,0.2900000000000003,0.3051824817518247
43.0,0.6,8.0,13.8,10.0,100,11325,11,2,2.1101,0.1587999999999999,3.516700000000001,0.5529000000000002,0.2928000000000001,0.3013999999999999
66.0,0.7,18.0,25.8,5.0,238,25867,14,0,2.1586134453781503,0.1401680672268906,3.167689075630251,0.2896218487394957,0.2924369747899163,0.2954621848739497
66.0,0.9,14.0,16.5,9.1,148,16557,20,0,2.259256756756756,0.1516891891891892,3.3970270270270264,0.3916216216216215,0.3033783783783788,0.297364864864865
23.0,6.0,50.0,8.409,10.75,73,8411,20,0,2.255205479452054,0.16,3.587123287671232,0.3721917808219177,0.2884931506849315,0.3052054794520547
83.0,0.8,11.0,13.7,6.7,122,13684,20,0,2.1752459016393444,0.1464754098360655,3.3676229508196736,0.4445081967213112,0.2824590163934428,0.2977868852459016
92.0,0.7,9.0,13.9,8.6,124,13899,20,0,2.25790322580645,0.1488709677419354,3.393790322580645,0.398790322580645,0.2923387096774196,0.3024999999999999
9.0,1.3,20.0,15.12,9.81,109,12778,1,0,2.1550458715596315,0.1653211009174311,3.68155963302752,0.1316513761467891,0.3082568807339451,0.2888073394495412
84.0,6.0,55.0,9.3,6.8,83,9308,3,0,2.110843373493976,0.1478313253012048,3.3275903614457816,0.2698795180722891,0.3081927710843375,0.2885542168674699
55.0,0.5,10.0,18.2,7.0,264,31061,19,0,2.345871212121212,0.1709848484848481,3.747083333333332,0.4514015151515151,0.2875000000000001,0.3127272727272729
25.0,1.7,28.0,16.696,7.99,147,16709,0,0,2.156938775510202,0.1553061224489795,3.465102040816325,0.3705442176870747,0.3067346938775513,0.2963265306122449
79.0,1.3,23.0,17.4,6.6,153,17428,1,1,2.264705882352939,0.1570588235294117,3.4994771241830054,0.3501960784313722,0.2883660130718957,0.3041176470588236
24.0,1.1,18.0,15.832,7.94,112,12403,19,0,2.1634821428571422,0.149375,3.291339285714286,0.3132142857142857,0.3058035714285716,0.2954464285714285
91.0,4.4,54.0,12.4,9.9,112,12403,19,0,2.1634821428571422,0.149375,3.291339285714286,0.3132142857142857,0.3058035714285716,0.2954464285714285
72.0,1.3,16.0,12.2,6.8,150,16907,12,0,2.3314666666666644,0.1521333333333333,3.436466666666665,0.4662000000000001,0.3018666666666669,0.3087333333333336
14.0,2.3,26.0,11.605,7.45,150,16907,12,0,2.3314666666666644,0.1521333333333333,3.436466666666665,0.4662000000000001,0.3018666666666669,0.3087333333333336
27.0,1.2,15.0,13.2,8.2,110,13201,11,2,2.4579090909090904,0.1867272727272727,3.990454545454544,0.8907272727272729,0.3022727272727274,0.3297272727272725
8.0,1.8,41.0,22.873,8.88,750,85227,19,0,2.2192533333333264,0.152013333333333,3.4712933333333265,0.3395866666666667,0.2820533333333325,0.299186666666667
15.0,3.9,45.0,11.7,11.1,109,11720,12,2,2.169724770642202,0.1554128440366972,3.2732110091743105,0.7396330275229362,0.3194495412844039,0.3034862385321099
74.0,2.0,22.0,11.2,9.6,98,11232,8,0,2.3539795918367337,0.1604081632653061,3.5486734693877544,0.3866326530612245,0.2867346938775511,0.3140816326530611
57.0,1.5,17.0,11.2,7.4,97,11234,2,0,2.1501030927835045,0.1569072164948453,3.576082474226802,0.2235051546391751,0.3167010309278353,0.2862886597938144
14.0,3.8,34.0,8.889,11.22,81,8890,1,0,2.0934567901234566,0.1475308641975308,3.313950617283951,0.4416049382716049,0.2896296296296297,0.2919753086419752
23.0,1.2,12.0,10.2,9.7,91,10162,18,6,2.29076923076923,0.1454945054945055,3.399010989010989,0.488021978021978,0.2873626373626374,0.3096703296703295
17.0,3.4,34.0,9.814,10.61,88,9820,1,0,2.1334090909090904,0.1476136363636363,3.374659090909089,0.4455681818181819,0.2814772727272727,0.2935227272727271
109.0,3.8,35.0,9.2,11.3,82,9191,6,0,2.1964634146341457,0.1548780487804878,3.4118292682926814,0.2507317073170731,0.3043902439024392,0.2956097560975609
103.0,4.7,43.0,9.1,8.7,81,9139,9,0,2.2000000000000006,0.1507407407407408,3.4009876543209887,0.3553086419753085,0.2997530864197531,0.2966666666666667
44.0,1.6,15.0,8.9,8.7,78,8891,11,2,2.428717948717949,0.1693589743589743,3.6725641025641034,0.957692307692308,0.3028205128205131,0.3267948717948717
48.0,0.5,20.0,40.6,7.9,359,40640,0,0,2.1803342618384387,0.1555431754874647,3.473732590529249,0.4347353760445687,0.2990250696378828,0.2975487465181059
147.0,0.5,3.0,6.7,10.5,60,6690,20,6,2.325666666666667,0.1386666666666666,3.4034999999999997,0.5944999999999999,0.2685000000000002,0.3248333333333332
54.0,3.0,16.0,5.5,8.4,47,5552,1,1,2.5138297872340423,0.181063829787234,3.840851063829787,0.9078723404255316,0.3021276595744682,0.3459574468085106
88.0,0.6,4.0,6.8,9.4,61,6761,20,6,2.3340983606557377,0.1350819672131147,3.355737704918032,0.6545901639344262,0.2603278688524592,0.3272131147540982
6.0,0.2,21.0,92.2,6.1,826,92282,11,5,2.0965738498789257,0.148365617433414,3.321029055690063,0.3249515738498794,0.2777239709443097,0.2956537530266345
17.0,0.0,5.0,137.926,6.44,1210,138068,1,0,2.187148760330576,0.1550909090909093,3.526264462809908,0.4094793388429758,0.3043388429752053,0.29595041322314
10.0,0.1,9.0,83.299,5.82,759,83390,1,0,2.0945322793148744,0.1436231884057969,3.2587878787878704,0.4612121212121208,0.3071805006587598,0.2893017127799738
31.0,0.7,57.0,83.4,6.3,765,83460,0,1,2.124013071895419,0.1407581699346404,3.210627450980387,0.3295294117647057,0.2885228758169929,0.296444444444445
30.0,0.1,8.0,88.4,4.6,863,91202,10,0,2.0448088064889816,0.132920046349942,2.9589223638470354,0.3189571263035919,0.2757358053302428,0.2915874855156435
24.0,0.1,12.0,100.2,5.1,890,100372,5,3,2.2298988764044814,0.1521011235955056,3.4190561797752803,0.3833707865168544,0.2983370786516843,0.2984831460674157
49.0,0.3,32.0,96.8,5.0,875,96964,0,0,2.2125942857142755,0.1464457142857143,3.3088000000000046,0.3070057142857149,0.2990857142857137,0.2976114285714291
52.0,0.1,16.0,130.9,3.9,1250,131153,3,1,1.999335999999992,0.1269600000000001,2.873311999999983,0.3087439999999998,0.2692319999999989,0.2874319999999997
63.0,0.3,24.0,85.7,6.1,761,85775,0,0,2.1826149802890846,0.1516425755584754,3.41566360052562,0.3624178712220761,0.2914848883048607,0.2982260183968462
18.0,0.5,48.0,100.438,6.09,908,100299,7,0,2.115198237885453,0.1449008810572687,3.2676321585902994,0.3392290748898682,0.2921916299559464,0.2938876651982376
39.0,0.5,44.0,92.0,5.3,831,92130,10,0,2.1515764139590754,0.1464741275571601,3.31208182912154,0.4027918170878465,0.3008543922984351,0.2946811070998801
81.0,0.7,56.0,82.3,5.6,759,82417,8,0,2.2033201581027573,0.139683794466403,3.2040974967061904,0.4057312252964435,0.2965480895915671,0.3017654808959161
6.0,0.1,6.0,123.698,5.86,1093,123832,14,0,2.131930466605663,0.1537694419030196,3.4510247026532377,0.4078956999085087,0.300530649588288,0.2937694419030189
8.0,0.4,41.0,97.884,6.26,886,97987,8,0,2.1696275395033737,0.1455869074492099,3.3128781038374715,0.4050338600451475,0.3019187358916473,0.2947742663656889
75.0,1.5,140.0,95.5,5.5,709,79870,3,0,2.144795486600838,0.1517348377997179,3.415754583921015,0.2761071932299015,0.3097743300423128,0.2892947813822288
46.0,0.1,8.0,83.0,6.3,729,83062,20,0,2.2825925925925867,0.1573388203017833,3.5124691358024687,0.3995336076817562,0.2920438957475988,0.3048971193415641
58.0,0.2,22.0,95.9,5.7,876,96032,0,0,2.076175799086749,0.1446232876712329,3.2234589041095894,0.2957420091324199,0.2966894977168939,0.2889840182648406
74.0,0.0,3.0,82.0,6.3,750,82066,0,0,2.1173599999999886,0.1415333333333331,3.228573333333332,0.4502533333333335,0.2943733333333322,0.2951333333333333
42.0,0.3,28.0,95.1,5.6,853,95247,0,0,2.1609730363423103,0.1484642438452519,3.3645603751465365,0.3639390386869874,0.3060961313012883,0.2923563892145375
76.0,0.3,25.0,83.8,6.6,744,83876,0,0,2.1926075268817105,0.1533333333333332,3.421317204301075,0.3350000000000001,0.2989112903225803,0.2975537634408604
56.0,0.1,10.0,102.3,5.6,918,102453,5,2,2.217047930283212,0.1484313725490196,3.3611546840958537,0.4140631808278873,0.2985838779956417,0.2975272331154684
66.0,0.2,16.0,107.6,6.1,962,107708,0,1,2.13927234927234,0.1481808731808733,3.3770686070685945,0.3406444906444908,0.2986174636174625,0.2954677754677747
6.0,0.1,11.0,128.67,4.75,1122,128848,0,0,2.175802139037428,0.1562477718360075,3.548324420677349,0.4372370766488421,0.3026381461675573,0.2954456327985733
9.0,0.6,50.0,83.617,5.88,748,83716,12,0,2.179197860962555,0.1507486631016042,3.3959625668449207,0.3916176470588243,0.309812834224598,0.2942245989304813
7.0,0.7,53.0,80.6,9.8,719,80700,0,2,2.2575382475660573,0.1525312934631432,3.4524339360222536,0.4439916550764959,0.294826147426981,0.3052433936022259
12.0,0.6,47.0,81.236,6.19,752,81321,0,0,2.1748138297872277,0.1386436170212764,3.154867021276593,0.4030319148936174,0.2896409574468077,0.3005319148936174
37.0,0.1,10.0,103.4,5.7,956,103519,8,0,2.162374476987441,0.1385983263598325,3.1576778242677763,0.379571129707114,0.2880439330543924,0.2978556485355648
22.0,0.5,48.0,104.262,5.83,957,104376,0,0,2.1636886102403268,0.1415987460815046,3.206551724137924,0.4089132706374098,0.2953709508881914,0.2979205851619645
3.0,0.6,47.0,79.331,5.93,711,79416,0,0,2.1778621659634267,0.1488748241912798,3.3694374120956407,0.4179887482419133,0.2920815752461314,0.2999437412095644
49.0,1.2,94.0,80.4,6.1,723,80489,0,0,2.1426002766251653,0.147814661134163,3.3275518672199147,0.3453250345781467,0.2973029045643146,0.2930152143845091
18.0,0.2,15.0,83.743,6.66,752,83831,0,0,2.1423670212765877,0.1465558510638298,3.3543617021276595,0.3154255319148937,0.299321808510637,0.2911037234042556
57.0,0.1,8.0,108.3,5.0,946,108418,0,0,2.1738583509513605,0.1578224101479917,3.528752642706129,0.3819450317124744,0.3110782241014791,0.2929281183932348
22.0,0.1,8.0,117.742,5.38,1030,117879,0,0,2.2240970873786368,0.1552912621359225,3.4975145631067828,0.3939320388349516,0.2848834951456302,0.3022233009708738
22.0,0.6,53.0,88.2,6.2,783,88321,8,1,2.131570881226045,0.1508556832694762,3.4128097062579728,0.3303065134099617,0.2880842911877384,0.2945849297573437
17.0,0.5,44.0,85.837,5.75,764,85936,0,0,2.191858638743448,0.1514005235602091,3.4038219895287893,0.3656544502617799,0.2933246073298424,0.2975000000000001
50.0,1.9,148.0,76.2,5.9,677,76255,0,0,2.1590251107828617,0.151477104874446,3.415391432791728,0.3764549483013291,0.2928064992614465,0.2974150664697195
12.0,0.6,41.0,67.657,6.24,614,67730,14,0,2.121482084690546,0.1442996742671008,3.2717915309446277,0.4182247557003257,0.3014495114006505,0.2958469055374596
2.0,0.9,59.0,62.0,8.6,561,62092,17,2,2.238395721925126,0.1503921568627449,3.347130124777188,0.4891265597147953,0.2973975044563274,0.3042780748663103
79.0,0.8,55.0,64.6,6.5,571,64612,0,0,2.1592819614711023,0.1532574430823115,3.4441330998248736,0.3284763572679511,0.292486865148861,0.2937478108581437
47.0,0.4,28.0,73.8,5.3,663,73896,4,5,2.121809954751124,0.1456711915535443,3.3058823529411754,0.28105580693816,0.2747360482654595,0.2957315233785825
7.0,1.7,100.0,57.5,9.2,563,57519,12,2,2.093232682060388,0.1268028419182943,2.879840142095917,0.5304440497335703,0.2975666074600343,0.2969626998223803
20.0,0.2,15.0,69.6,9.3,604,69669,10,1,2.213029801324499,0.1583774834437083,3.592847682119206,0.3915728476821194,0.2922516556291382,0.3010099337748341
26.0,1.1,73.0,66.36,7.71,586,66413,8,0,2.203191126279858,0.1552389078498293,3.4767064846416447,0.38117747440273,0.2983959044368593,0.2978156996587032
18.0,1.0,59.0,60.2,7.6,548,60230,0,1,2.1133029197080244,0.1441970802919705,3.2594708029197084,0.3490693430656935,0.2957846715328456,0.2950729927007301
18.0,0.3,19.0,61.5,7.6,547,61553,10,2,2.24259597806215,0.1570383912248627,3.4794149908592367,0.5297806215722118,0.3073857404021927,0.3004936014625231
27.0,0.1,5.0,67.7,6.3,608,67790,5,2,2.2819901315789397,0.1499013157894735,3.370970394736845,0.4360361842105266,0.2975328947368417,0.3030921052631581
9.0,0.8,49.0,61.4,8.3,549,61476,1,1,2.1880510018214845,0.1497085610200362,3.3876320582877995,0.3966120218579234,0.2928597449908917,0.3009653916211295
90.0,0.1,7.0,62.6,5.8,562,62671,1,1,2.1283807829181427,0.1480249110320281,3.3580960854092545,0.4264768683274019,0.2944306049822057,0.2954626334519575
6.0,2.7,158.0,58.899,6.61,542,58958,0,0,2.156623616236157,0.1417158671586714,3.1855719557195585,0.3573062730627305,0.2943542435424348,0.2952398523985244
3.0,0.4,26.0,74.223,6.68,660,74289,0,0,2.2431363636363573,0.1520303030303029,3.43256060606061,0.4234848484848495,0.2900757575757569,0.302348484848485
4.0,0.9,53.0,61.307,6.46,556,61367,0,0,2.1608093525179792,0.1456115107913666,3.301115107913675,0.4452517985611512,0.2990287769784168,0.2961510791366911
49.0,0.8,49.0,63.6,6.5,575,63634,14,7,2.089026086956518,0.1441391304347823,3.2874260869565237,0.2875478260869566,0.2987652173913035,0.2896347826086959
54.0,1.2,96.0,77.1,5.6,714,77172,0,0,2.18857142857142,0.1373389355742295,3.149873949579828,0.3600560224089637,0.2933193277310917,0.3003501400560227
16.0,1.4,76.0,56.42,5.73,505,56488,0,0,2.19756435643564,0.1494455445544552,3.356752475247529,0.3424950495049508,0.2939207920792074,0.2974059405940593
48.0,0.5,35.0,65.2,4.8,881,97490,2,1,2.069318955732113,0.14311010215664,3.242553916004529,0.3180249716231558,0.2771055618615205,0.2927809307605
16.0,0.5,36.0,77.006,9.14,714,77072,0,0,2.142016806722683,0.1396078431372548,3.1753641456582646,0.3823249299719892,0.293613445378151,0.2961344537815131
22.0,1.8,107.0,60.513,6.13,564,60581,8,0,2.144751773049641,0.1367907801418436,3.1124290780141863,0.4010460992907803,0.2898936170212761,0.2959929078014189
59.0,0.1,5.0,73.5,5.6,671,73606,0,0,2.1673770491803195,0.1435022354694484,3.255409836065577,0.3458420268256336,0.3003278688524576,0.2967511177347245
90.0,0.5,32.0,63.5,4.7,575,63562,12,0,2.171704347826082,0.1470260869565214,3.294347826086958,0.3398608695652177,0.3098434782608686,0.2931304347826087
11.0,0.9,64.0,72.969,6.13,667,73043,0,0,2.100959520239876,0.142413793103448,3.233373313343328,0.3583658170914545,0.2926836581709136,0.2910494752623691
21.0,0.9,62.0,71.78,6.58,659,71844,8,0,2.127298937784516,0.1405766312594839,3.178649468892265,0.3609711684370258,0.2889226100151739,0.2981183611532629
7.0,0.4,23.0,63.6,6.6,566,63697,5,2,2.1896819787985797,0.1525795053003532,3.416554770318024,0.4230742049469967,0.3039222614840982,0.2964310954063606
7.0,0.6,47.0,75.227,6.13,670,75305,5,0,2.201940298507451,0.1511194029850746,3.406671641791047,0.4072835820895525,0.3011194029850742,0.2949552238805976
8.0,0.2,20.0,80.363,9.47,688,80432,0,0,2.304999999999993,0.1651889534883719,3.699709302325584,0.3683866279069772,0.2999127906976739,0.3035029069767442
47.0,1.3,77.0,58.1,7.2,513,58136,0,0,2.184541910331381,0.1552046783625727,3.4762183235867474,0.3977582846003895,0.3045029239766076,0.2946978557504875
49.0,0.2,10.0,52.0,6.5,488,52022,0,0,2.1197336065573715,0.1357786885245897,3.062930327868852,0.3142008196721313,0.2927049180327863,0.2951229508196728
