JW_ID,ECK number,B number,Gene name K-12,Locus name K-12,Synonyms of locus names K-12,Solubility(%),Yield(uM),Yield(ug/ml),Minus Sol,TF Sol,GroE Sol,KJE Sol,Minus(uM),TF(uM),GroE(uM),KJE(uM),Minus(ug/ml),TF(ug/ml),GroE(ug/ml),KJE(ug/ml),Calculated MW(kDa),Calculated pI,Type of gene product,Gene product description,Cell location,Structure (PDB) id,SCOP assignment
JW2609,ECK2624,b2628,yfjL,yfjL,,17.0,0.3,22.0,11.82,36.6,35.1,113.72,0.328,0.283,0.274,0.129,20.34,17.52,16.95,7.97,61.937,5.9,h,CP4-57 prophage; predicted protein,Cytoplasmic,,
JW2663,ECK2683,b2688,gshA,gshA,gsh-I -!- gshI,26.0,0.4,23.0,27.86,70.42,68.21,99.74,0.326,0.274,0.332,0.231,18.99,15.97,19.34,13.46,58.197,5.64,e,gamma-glutamate-cysteine ligase,Cytoplasmic,,
JW2730,ECK2755,b2760,ygcL,ygcL,ygcL,10.0,0.3,17.0,15.48,33.58,83.89,93.24,0.189,0.174,0.199,0.195,10.58,9.71,11.1,10.91,55.856,8.25,o,predicted protein,Cytoplasmic,,
JW2733,ECK2758,b2763,cysI,cysI,cysQ,38.0,1.1,73.0,,,,,,,,,,,,,63.9,7.8,e,"sulfite reductase, beta subunit, NAD(P)-binding",Cytoplasmic,,"55124; Sulfite reductase, domains 1 and 3 56014; Sulfite reductase hemoprotein (SiRHP), domains 2 and 4"
JW2734,ECK2759,b2764,cysJ,cysJ,cysP,24.0,0.7,48.0,22.09,45.05,27.41,55.82,0.739,0.577,0.644,0.746,48.88,38.18,42.63,49.34,66.179,4.94,e,"sulfite reductase, alpha subunit, flavoprotein",Cytoplasmic,,"52218; Flavoproteins 52343; Ferredoxin reductase-like, C-terminal NADP-linked domain 63380; Riboflavin synthase domain-like"
JW2787,ECK2815,b2819,recD,recD,hopE,15.0,0.8,54.0,16.91,26.92,73.0,74.01,0.8,0.664,0.682,0.68,53.46,44.39,45.59,45.46,66.84,6.97,e,"exonuclease V (RecBCD complex), alpha chain",Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW5478,ECK2930,b2935,tktA,tktA,tkt,32.0,0.6,45.0,,,,,,,,,,,,,72.1,5.7,e,"transketolase 1, thiamin-binding",Cytoplasmic,1QGD,52518; Thiamin diphosphate-binding fold (THDP-binding) 52922; Transketolase C-terminal domain-like
JW2905,ECK2933,b2938,speA,speA,,48.0,0.5,34.0,,,,,,,,,,,,,73.8,4.8,e,"biosynthetic arginine decarboxylase, PLP-binding",Cytoplasmic,,"50621; Alanine racemase-like, C-terminal domain 51419; PLP-binding barrel"
JW2988,ECK3011,b3020,ygiS,ygiS,,27.0,0.3,18.0,,,,,,,,,,,,,60.6,6.9,pt,predicted transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,53850; Periplasmic binding protein-like II
JW3023,ECK3040,b3051,yqiK,yqiK,,101.0,0.2,9.0,,,,,,,,,,,,,60.6,5.1,o,conserved protein,Membrane Anchored,,
JW3039,ECK3057,b3067,rpoD,rpoD,alt,93.0,0.3,20.0,,,,,,,,,,,,,70.1,4.5,f,"RNA polymerase, sigma 70 (sigma D) factor",Cytoplasmic,,48329; sigma70 subunit fragment from RNA polymerase
JW2100,ECK2106,b2113,mrp,mrp,apbC,85.0,1.9,75.0,,,,,,,,,,,,,39.9,6.3,t,antiporter inner membrane protein,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW5349,ECK2111,b2119,yehL,yehL,,12.0,1.0,38.0,17.38,28.85,93.88,117.98,0.705,0.574,0.994,0.68,27.94,22.74,39.41,26.96,39.641,6.79,pt,predicted transporter subunit ATP-binding compoents of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW5350,ECK2113,b2121,yehP,yehP,,8.0,1.9,80.0,12.85,27.83,51.95,51.35,0.982,0.956,1.047,1.021,41.32,40.24,44.05,42.94,42.075,6.52,d,conserved protein,Cytoplasmic,,53300; Integrin A (or I) domain
JW5838,ECK2131,b2138,yohG,yohG,yohH,3.0,1.1,44.0,4.59,18.37,50.77,87.07,0.808,0.682,0.816,0.679,31.72,26.75,32.01,26.62,39.236,9.7,pm,predicted outer membrane protein,Cytoplasmic,,"56954; Integral outer membrane protein TolC, efflux pump component"
JW2133,ECK2139,b2146,yeiT,yeiT,,23.0,2.4,104.0,22.24,39.18,35.56,69.99,0.957,1.224,1.464,1.232,42.35,54.21,64.82,54.56,44.275,5.81,pe,predicted oxidoreductase,Cytoplasmic,,46548; alpha-helical ferredoxin
JW2134,ECK2140,b2147,yeiA,yeiA,,65.0,1.2,53.0,,,,,,,,,,,,,45.0,5.8,pe,predicted oxidoreductase,Cytoplasmic,,51395; FMN-linked oxidoreductases
JW2136,ECK2142,b2149,mglA,mglA,mglP -!- PMG -!- mgl,15.0,0.9,49.0,22.78,29.68,69.73,84.12,0.299,0.392,0.441,0.483,16.85,22.12,24.85,27.2,56.362,8.03,t,fused methyl-galactoside transporter subunitsl ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW2137,ECK2143,b2150,mglB,mglB,,75.0,1.8,63.0,,,,,,,,,,,,,35.7,6.7,t,methyl-galactoside transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,,53822; Periplasmic binding protein-like I
JW2152,ECK2158,b2165,yeiN,yeiN,,98.0,0.4,14.0,,,,,,,,,,,,,32.9,6.2,o,conserved protein,Cytoplasmic,,
JW2153,ECK2159,b2166,yeiC,yeiC,,22.0,3.0,100.0,43.52,58.18,92.05,88.37,1.175,1.182,1.442,1.387,39.39,39.63,48.35,46.51,33.527,5.29,pe,predicted kinase,Cytoplasmic,,53613; Ribokinase-like
JW2156,ECK2162,b2169,fruB,fruB,fruF -!- fpr,91.0,2.7,107.0,,,,,,,,,,,,,39.6,5.0,t,fused fructose-specific PTS enzyme IIA component HPr component,Cytoplasmic,,55804; Phoshotransferase/anion transport protein 55594; HPr-like
JW2164,ECK2170,b2176,rtn,rtn,,77.0,0.1,6.0,,,,,,,,,,,,,58.5,6.4,o,conserved protein,Membrane Anchored,,
JW2174,ECK2180,b2186,yejK,yejK,,76.0,4.2,159.0,,,,,,,,,,,,,37.8,5.1,f,nucleotide associated protein,Cytoplasmic,,
JW2176,ECK2182,b2188,yejM,yejM,yejN,2.0,0.9,61.0,,,,,,,,,,,,,67.2,9.7,pe,"predicted hydrolase, inner membrane",Integral Membrane Protein,,53649; Alkaline phosphatase-like
JW2182,ECK2186,b2194,ccmH,ccmH,yejP,41.0,1.7,66.0,,,,,,,,,,,,,39.0,8.2,pe,"heme lyase, CcmH subunit",Integral Membrane Protein,,48439; Protein prenylyltransferase
JW2229,ECK2227,b2235,nrdB,nrdB,ftsB,46.0,1.9,81.0,,,,,,,,,,,,,43.5,4.8,c,"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like",Cytoplasmic,1MXR,47240; Ferritin-like
JW2236,ECK2234,b2242,glpB,glpB,psi-51,25.0,1.7,77.0,,,,,,,,,,,,,45.3,6.4,m,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit",Membrane Associated,,51905; FAD/NAD(P)-binding domain
JW2241,ECK2240,b2247,yfaW,yfaW,,6.0,2.5,110.0,10.03,31.47,68.75,80.34,0.725,0.729,0.797,0.747,32.39,32.56,35.62,33.36,44.667,6.19,pe,predicted enolase,Cytoplasmic,,51604; Enolase C-terminal domain-like 54826; Enolase N-terminal domain-like
JW2243,ECK2242,b2249,yfaY,yfaY,,52.0,1.4,63.0,,,,,,,,,,,,,44.2,6.0,d,conserved protein,Cytoplasmic,,53218; Molybdenum cofactor biosynthesis proteins
JW5372,ECK2246,b2253,yfbE,yfbE,arnB -!- pmrH,13.0,0.3,12.0,12.94,16.79,57.26,49.79,0.106,0.118,0.157,0.117,4.46,4.97,6.64,4.95,42.199,6.94,e,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",Cytoplasmic,,53383; PLP-dependent transferases
JW2248,ECK2247,b2254,yfbF,yfbF,pmrF -!- ORF2,14.0,0.7,26.0,,,,,,,,,,,,,36.3,7.7,e,undecaprenyl phosphate-L-Ara4FN transferase,Integral Membrane Protein,,53448; Nucleotide-diphospho-sugar transferases
JW2256,ECK2255,b2261,menC,menC,,41.0,2.7,97.0,,,,,,,,,,,,,35.4,5.2,e,o-succinylbenzoyl-CoA synthase,Cytoplasmic,1FHU,51604; Enolase C-terminal domain-like 54826; Enolase N-terminal domain-like
JW2260,ECK2259,b2265,menF,menF,yfbA,50.0,1.1,51.0,,,,,,,,,,,,,48.7,7.3,e,isochorismate synthase 2,Cytoplasmic,,56322; ADC synthase
JW2263,ECK2262,b2268,elaC,elaC,ecoZ -!- rnz -!- zipD,29.0,1.1,37.0,21.43,41.3,71.0,77.48,0.877,0.696,0.827,0.722,28.86,22.89,27.21,23.74,32.895,6.25,e,binuclear zinc phosphodiesterase,Cytoplasmic,,56281; Metallo-hydrolase/oxidoreductase
JW2279,ECK2278,b2284,nuoF,nuoF,ygfQ -!- nuoB,12.0,1.2,59.0,10.47,20.43,60.76,67.97,0.797,0.655,1.126,0.856,39.23,32.27,55.46,42.14,49.241,7.16,c,"NADH:ubiquinone oxidoreductase, chain F",Cytoplasmic,,
JW5375,ECK2280,b2286,nuoC,nuoC,nuoCD -!- nuoD,18.0,0.2,12.0,19.05,40.24,75.51,101.76,0.216,0.251,0.275,0.282,14.79,17.26,18.9,19.36,68.624,6.32,c,"NADH:ubiquinone oxidoreductase, chain C,D",Cytoplasmic,,"56762; Nickel-iron hydrogenase, large subunit"
JW2293,ECK2290,b2296,ackA,ackA,,113.0,1.0,43.0,,,,,,,,,,,,,43.2,6.3,e,acetate kinase A and propionate kinase 2,Cytoplasmic,,53067; Actin-like ATPase domain
JW2312,ECK2309,b2315,folC,folC,dedC,85.0,0.8,37.0,,,,,,,,,,,,,45.4,6.0,e,bifunctional folylpolyglutamate synthase dihydrofolate synthase,Cytoplasmic,,"53244; MurD-like peptide ligases, peptide-binding domain 53623; MurD-like peptide ligases, catalytic domain"
JW2318,ECK2315,b2321,flk,flk,div,62.0,0.2,8.0,,,,,,,,,,,,,36.6,10.1,pf,predicted flagella assembly protein,Membrane Anchored,,
JW5841,ECK2324,b2330,prmB,prmB,yfcB,33.0,1.5,51.0,,,,,,,,,,,,,34.9,4.7,e,N5-glutamine methyltransferase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2341,ECK2338,b2344,fadL,fadL,ttr,1.0,2.0,96.0,,,,,,,,,,,,,48.7,5.9,t,long-chain fatty acid outer membrane transporter,Outer Membrane B-barrel protein,1T1L,56935; Porins
JW2345,ECK2343,b2349,intS,intS,yfdB -!- intC,59.0,0.7,30.0,,,,,,,,,,,,,44.0,10.0,h,CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase,Cytoplasmic,,56349; DNA breaking-rejoining enzymes
JW2362,ECK2361,b2365,dsdX,dsdX,dsdC -!- yfdA -!- yfdD,12.0,0.2,9.0,,,,,,,,,,,,,47.1,8.2,pt,predicted transporter,Integral Membrane Protein,,
JW2371,ECK2370,b2374,frc,frc,yfdW,82.0,0.8,37.0,,,,,,,,,,,,,45.8,5.9,e,"formyl-CoA transferase, NAD(P)-binding",Cytoplasmic,,
JW2375,ECK2374,b2378,ddg,ddg,lpxP,9.0,1.8,64.0,,,,,,,,,,,,,35.5,10.4,e,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,Membrane Anchored,,
JW2376,ECK2375,b2379,yfdZ,yfdZ,,77.0,0.6,29.0,,,,,,,,,,,,,46.2,8.2,pe,"prediected aminotransferase, PLP-dependent",Cytoplasmic,,53383; PLP-dependent transferases
JW2404,ECK2407,b2412,zipA,zipA,f328,96.0,0.4,13.0,,,,,,,,,,,,,36.4,6.1,cp,cell division protein involved in Z ring assembly,Periplasmic,,"64383; Cell-division protein ZipA, C-terminal domain"
JW2407,ECK2409,b2414,cysK,cysK,cysZ,77.0,1.8,64.0,,,,,,,,,,,,,34.5,6.9,e,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",Cytoplasmic,,53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2430,ECK2432,b2437,yfeG,yfeG,eutR,5.0,1.0,41.0,9.38,21.85,59.48,50.59,1.08,1.178,1.251,1.334,43.32,47.25,50.19,53.52,40.125,6.82,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,46689; Homeodomain-like
JW2434,ECK2436,b2441,eutB,eutB,,13.0,1.2,61.0,11.12,20.4,58.12,61.96,1.494,1.3,1.657,1.633,73.69,64.15,81.76,80.56,49.334,4.95,e,"ethanolamine ammonia-lyase, large subunit, heavy chain",Cytoplasmic,,
JW2437,ECK2448,b2453,eutG,eutG,yffV,9.0,1.1,45.0,4.82,11.65,48.01,53.12,1.151,1.291,1.391,0.87,47.17,52.93,57.0,35.67,40.989,6.53,pe,predicted alcohol dehydrogenase in ethanolamine utilization,Cytoplasmic,,56796; Dehydroquinate synthase-like
JW2442,ECK2453,b2458,eutI,eutI,ypfA -!- eutD,82.0,0.6,20.0,,,,,,,,,,,,,36.0,7.2,pe,predicted phosphotransacetylase subunit,Cytoplasmic,,
JW2450,ECK2461,b2466,ypfG,ypfG,,62.0,0.8,33.0,,,,,,,,,,,,,38.7,7.8,o,predicted protein,Periplasmic,,
JW2462,ECK2473,b2477,nlpB,nlpB,dapX,87.0,2.7,100.0,,,,,,,,,,,,,36.8,6.5,lp,lipoprotein,Outer Membrane Lipoprotein,,
JW2501,ECK2513,b2517,yfgB,yfgB,,60.0,2.8,119.0,,,,,,,,,,,,,43.0,7.4,pe,predicted enzyme,Cytoplasmic,,
JW2514,ECK2527,b2530,iscS,iscS,csdB -!- yfhO -!- nifS -!- yzzO,37.0,1.5,70.0,,,,,,,,,,,,,45.0,6.4,e,"cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent",Cytoplasmic,1P3W,53383; PLP-dependent transferases
JW2522,ECK2535,b2538,hcaE,hcaE,hcaA1 -!- digA -!- hcaA -!- hcaa1 -!- phdC1 -!- yfhU,14.0,1.4,69.0,13.15,22.77,60.73,75.55,0.673,0.752,0.704,0.591,34.37,38.39,35.92,30.15,51.048,5.72,e,"3-phenylpropionate dioxygenase, large (alpha) subunit",Cytoplasmic,,50022; ISP domain 55961; Bet v1-like
JW2536,ECK2549,b2552,hmp,hmp,fsrB -!- hmpA,87.0,1.7,75.0,,,,,,,,,,,,,43.8,6.0,e,fused nitric oxide dioxygenase dihydropteridine reductase 2,Cytoplasmic,1GVH,"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain 63380; Riboflavin synthase domain-like"
JW2538,ECK2551,b2554,yfhA,yfhA,,43.0,1.3,65.0,,,,,,,,,,,,,49.1,6.5,pr,predicted DNA-binding response regulator in two-component system,Cytoplasmic,,52172; CheY-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW5407,ECK2553,b2556,yfhK,yfhK,yfhZ,19.0,0.7,38.0,,,,,,,,,,,,,53.3,8.0,pr,predicted sensory kinase in two-component system,Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW2542,ECK2556,b2558,yfhD,yfhD,,10.0,1.3,72.0,,,,,,,,,,,,,53.1,5.3,pe,predicted transglycosylase,Periplasmic,,53850; Periplasmic binding protein-like II 53955; Lysozyme-like
JW2552,ECK2566,b2568,lepB,lepB,lep,28.0,1.1,38.0,,,,,,,,,,,,,35.9,8.0,e,leader peptidase (signal peptidase I),Integral Membrane Protein,,51306; LexA/Signal peptidase
JW2553,ECK2567,b2569,lepA,lepA,,46.0,0.3,21.0,,,,,,,,,,,,,66.5,5.8,f,GTP binding membrane protein,Cytoplasmic,,"50447; Translation proteins 52540; P-loop containing nucleotide triphosphate hydrolases 54980; Elongation factor G (EF-G), domains III and V"
JW2580,ECK2596,b2599,pheA,pheA,,44.0,1.1,48.0,,,,,,,,,,,,,43.1,6.7,e,fused chorismate mutase P prephenate dehydratase,Cytoplasmic,,48600; Chorismate mutase II 55021; Regulatory domain in the aminoacid metabolism
JW2581,ECK2597,b2600,tyrA,tyrA,,72.0,0.4,15.0,,,,,,,,,,,,,42.0,6.3,e,fused chorismate mutase T prephenate dehydrogenase,Cytoplasmic,,48600; Chorismate mutase II 51735; NAD(P)-binding Rossmann-fold domains
JW2582,ECK2598,b2601,aroF,aroF,,63.0,1.1,43.0,,,,,,,,,,,,,38.8,6.0,e,"3-deoxy-D-arabinoheptulosonate-7-phosphate synthase, tyrosine-repressible",Cytoplasmic,,51569; Aldolase
JW5414,ECK2607,b2610,ffh,ffh,,107.0,0.4,19.0,,,,,,,,,,,,,49.7,10.1,f,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs),Cytoplasmic,,47364; Domain of the SRP/SRP receptor G-proteins 47446; Signal peptide-binding domain 52540; P-loop containing nucleotide triphosphate hydrolases
JW2602,ECK2618,b2622,intA,intA,slpA -!- intX,8.0,1.0,49.0,4.37,11.63,11.44,60.72,0.976,1.258,1.126,1.169,45.48,58.66,52.47,54.51,46.619,10.17,h,CP4-57 prophage; integrase,Cytoplasmic,,56349; DNA breaking-rejoining enzymes
JW2603,ECK2619,b2623,yfjH,yfjH,,19.0,0.3,13.0,20.15,28.6,37.5,86.86,0.298,0.404,0.346,0.361,11.06,15.0,12.86,13.38,37.104,7.71,h,CP4-57 prophage; predicted protein,Cytoplasmic,,
JW2605,ECK2621,b2625,yfjI,yfjI,,22.0,0.1,3.0,,,,,,,,,,,,,54.0,8.7,h,CP4-57 prophage; predicted protein,Cytoplasmic,,
JW2611,ECK2626,b2630,yfjN,yfjN,std,8.0,1.4,55.0,4.31,11.03,28.81,40.43,1.185,1.717,1.681,1.324,47.41,68.7,67.27,52.98,40.022,7.08,h,CP4-57 prophage; predicted protein,Cytoplasmic,,
JW5427,ECK2653,b2659,ygaT,ygaT,csiD -!- csi-12,47.0,1.2,46.0,,,,,,,,,,,,,37.3,6.3,d,predicted protein,Cytoplasmic,,51197; Clavaminate synthase-like
JW2635,ECK2654,b2660,ygaF,ygaF,,15.0,0.8,38.0,8.89,18.86,90.04,58.42,0.735,1.026,0.966,0.721,33.83,47.23,44.46,33.21,46.045,8.41,pe,predicted enzyme,Cytoplasmic,,
JW2651,ECK2670,b2676,nrdF,nrdF,ygaD,32.0,0.8,31.0,,,,,,,,,,,,,36.4,4.9,c,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like",Cytoplasmic,,47240; Ferritin-like
JW2669,ECK2694,b2699,recA,recA,lexB -!- srf -!- umuB -!- zab -!- recH -!- rnmB -!- tif -!- umuR,88.0,1.9,70.0,,,,,,,,,,,,,37.9,5.6,e,DNA strand exchange and recombination protein with protease and nuclease activity,Cytoplasmic,2REC,"52540; P-loop containing nucleotide triphosphate hydrolases 54752; RecA protein, C-terminal domain"
JW5431,ECK2703,b2708,gutQ,gutQ,srlQ,52.0,1.1,39.0,,,,,,,,,,,,,34.0,6.6,pr,predicted phosphosugar-binding protein,Cytoplasmic,,53697; SIS domain
JW5843,ECK2704,b2709,norR,norR,ygaA,30.0,0.7,39.0,,,,,,,,,,,,,55.2,6.1,r,DNA-binding transcriptional activator,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 55781; GAF domain
JW2680,ECK2705,b2710,norV,norV,ygaK -!- flrd -!- ygaI -!- ygaJ,39.0,0.6,31.0,,,,,,,,,,,,,54.2,5.2,c,flavorubredoxin oxidoreductase,Cytoplasmic,,52218; Flavoproteins 56281; Metallo-hydrolase/oxidoreductase 57802; Rubredoxin-like
JW2681,ECK2706,b2711,norW,norW,ygbD -!- ygaL,42.0,0.6,23.0,,,,,,,,,,,,,41.4,6.9,e,NADH:flavorubredoxin oxidoreductase,Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW5435,ECK2710,b2715,ascF,ascF,sac,7.0,0.5,24.0,,,,,,,,,,,,,51.0,9.3,t,fused cellobiose/arbutin/salicin-specific enzyme IIBC component of PTS,Integral Membrane Protein,,55604; Glucose permease domain IIB
JW2699,ECK2724,b2729,hypD,hypD,hydF,29.0,0.7,28.0,20.61,24.5,69.15,70.33,0.614,0.955,1.049,0.994,25.35,39.47,43.36,41.09,41.32,6.28,f,protein required for maturation of hydrogenases,Cytoplasmic,,
JW2707,ECK2732,b2737,ygbK,ygbK,,21.0,0.6,24.0,27.36,33.57,88.16,101.02,0.394,0.507,0.559,0.575,16.26,20.92,23.1,23.76,41.295,6.59,o,conserved protein,Cytoplasmic,,
JW2715,ECK2740,b2745,truD,truD,ygbO,52.0,0.6,22.0,,,,,,,,,,,,,39.1,7.0,e,pseudoruidine synthase,Cytoplasmic,,
JW2728,ECK2753,b2758,ygcJ,ygcJ,,17.0,1.3,53.0,19.25,25.49,55.04,85.09,0.78,0.96,1.086,0.939,31.18,38.38,43.44,37.56,39.983,6.61,o,predicted protein,Cytoplasmic,,
JW2736,ECK2761,b2766,ygcN,ygcN,,20.0,0.5,22.0,10.61,13.99,57.91,70.93,0.245,0.311,0.345,0.317,11.35,14.42,15.99,14.68,46.347,6.38,pe,"predicted oxidoreductase, FAD/NAD(P)-binding domain",Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW2758,ECK2781,b2787,gudD,gudD,ygcX,15.0,0.5,24.0,7.95,25.75,78.34,72.81,0.342,0.323,0.376,0.315,16.8,15.87,18.44,15.45,49.088,6.12,e,(D)-glucarate dehydratase 1,Cytoplasmic,1EC7,51604; Enolase C-terminal domain-like 54826; Enolase N-terminal domain-like
JW2766,ECK2790,b2795,ygdH,ygdH,,4.0,1.4,70.0,7.6,19.98,74.33,55.95,0.788,0.845,0.813,0.844,40.1,43.03,41.37,42.99,50.918,6.55,o,conserved protein,Cytoplasmic,,
JW2768,ECK2792,b2797,sdaB,sdaB,,90.0,0.9,45.0,,,,,,,,,,,,,48.7,6.0,e,L-serine deaminase II,Cytoplasmic,,
JW2777,ECK2801,b2806,ygdE,ygdE,,39.0,1.5,61.0,,,,,,,,,,,,,41.9,7.6,pe,predicted methyltransferase,Cytoplasmic,,53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2786,ECK2814,b2818,argA,argA,Arg1 -!- Arg2 -!- argB,58.0,0.3,14.0,,,,,,,,,,,,,49.1,6.5,e,fused acetylglutamate kinase homolog (inactive) amino acid N-acetyltransferase,Cytoplasmic,,53633; Carbamate kinase-like 55729; Acyl-CoA N-acyltransferases (Nat)
JW2806,ECK2836,b2838,lysA,lysA,,67.0,3.0,139.0,,,,,,,,,,,,,46.1,6.0,e,"diaminopimelate decarboxylase, PLP-binding",Cytoplasmic,1KO0,"50621; Alanine racemase-like, C-terminal domain 51419; PLP-binding barrel"
JW2820,ECK2850,b2852,ygeH,ygeH,,20.0,0.1,8.0,11.69,29.86,45.72,75.38,0.211,0.138,0.216,0.18,11.13,7.25,11.41,9.48,52.7,6.62,pr,predictedtranscriptional regulator,Cytoplasmic,,"46894; C-terminal, effector domain of the bipartite response regulators 48452; TPR-like"
JW5463,ECK2866,b2870,ygeW,ygeW,,68.0,0.3,12.0,,,,,,,,,,,,,44.1,6.0,d,conserved protein,Cytoplasmic,,53671; Aspartate/ornithine carbamoyltransferase
JW2841,ECK2869,b2873,hyuA,hyuA,ygeZ,24.0,0.3,17.0,8.22,13.3,50.04,45.57,0.433,0.266,0.406,0.418,22.07,13.56,20.67,21.3,50.977,6.58,e,D-stereospecific phenylhydantoinase,Cytoplasmic,,51338; Composite domain of metallo-dependent hydrolases 51556; Metallo-dependent hydrolases
JW2842,ECK2870,b2874,yqeA,yqeA,,97.0,2.4,78.0,,,,,,,,,,,,,33.0,6.3,pe,predicted amino acid kinase,Cytoplasmic,,53633; Carbamate kinase-like
JW2866,ECK2893,b2898,ygfZ,ygfZ,up14 -!- yzzW,82.0,2.9,105.0,,,,,,,,,,,,,36.0,5.8,pr,predicted folate-dependent regulatory protein,Cytoplasmic,,
JW2873,ECK2900,b2905,gcvT,gcvT,,101.0,0.7,26.0,,,,,,,,,,,,,40.1,5.9,e,"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex",Cytoplasmic,,55920; Creatinase/aminopeptidase
JW2874,ECK2901,b2906,visC,visC,,49.0,0.6,26.0,,,,,,,,,,,,,44.2,7.4,pe,"predicted oxidoreductase, FAD/NAD(P)-binding domain",Membrane Lipoprotein,,51905; FAD/NAD(P)-binding domain
JW2909,ECK2937,b2942,metK,metK,metX,48.0,1.3,56.0,,,,,,,,,,,,,41.9,5.5,e,methionine adenosyltransferase 1,Cytoplasmic,1RG9,55973; S-adenosylmethionine synthetase
JW2922,ECK2950,b2955,yggW,yggW,,9.0,3.7,157.0,21.36,26.44,87.49,78.46,1.361,1.417,1.685,1.788,57.89,60.29,71.66,76.05,42.535,5.91,pe,predicted oxidoreductase,Cytoplasmic,,
JW2923,ECK2951,b2956,yggM,yggM,,32.0,1.4,54.0,,,,,,,,,,,,,38.4,8.8,o,conserved protein,Periplasmic,,
JW5484,ECK2965,b2970,yghF,yghF,ecfA,36.0,0.6,21.0,,,,,,,,,,,,,32.1,10.0,pt,"predicted secretion pathway protein, C-type protein",Cytoplasmic,,50156; PDZ domain-like
JW5848,ECK2976,b2981,yghO,yghO,,8.0,0.7,30.0,5.39,10.82,53.43,32.21,0.588,0.625,0.702,0.731,26.22,27.88,31.32,32.64,44.631,8.03,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,
JW5501,ECK3007,b4469,ygiQ,ygiQ,ygiR,11.0,0.1,9.0,14.46,49.7,40.65,102.77,0.101,0.164,0.16,0.132,8.42,13.68,13.39,10.99,83.425,9.56,o,conserved protein,Cytoplasmic,,
JW2985,ECK3008,b3017,sufI,sufI,sui -!- yghC,8.0,1.3,67.0,,,,,,,,,,,,,51.8,6.7,r,repressor protein for FtsI,Periplasmic,,49503; Cupredoxins
JW2994,ECK3017,b3026,qseC,qseC,ygiY,22.0,0.6,28.0,,,,,,,,,,,,,50.2,6.0,r,sensory histidine kinase in two-component regulatory system with QseB,Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3006,ECK3029,b3038,ygiC,ygiC,,70.0,0.5,21.0,,,,,,,,,,,,,45.0,4.7,pe,predicted enzyme,Cytoplasmic,,
JW5756,ECK4245,b4252,yjgK,yjgK,,56.0,1.1,18.0,,,,,,,,,,,,,16.8,6.2,o,conserved protein,Cytoplasmic,,
JW3024,ECK3042,b3052,rfaE,rfaE,hldE -!- waaE -!- gmhC -!- yqiF,77.0,0.1,7.0,,,,,,,,,,,,,51.0,5.8,e,fused heptose 7-phosphate kinase heptose 1-phosphate adenyltransferase,Cytoplasmic,,53613; Ribokinase-like 52374; Nucleotidylyl transferase
JW3028,ECK3046,b3056,cca,cca,,84.0,1.1,51.0,,,,,,,,,,,,,46.4,6.6,e,fused tRNA nucleotidyl transferase 2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase,Cytoplasmic,,
JW3032,ECK3050,b3060,ygiP,ygiP,,13.0,1.0,36.0,18.96,32.9,36.46,49.42,1.107,1.124,1.227,1.069,39.05,39.64,43.3,37.7,35.278,6.77,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix 53850; Periplasmic binding protein-like II
